compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_shear_modulus_hrv,ael_bulk_modulus_hrv
Ni3Sn1,aflow:46ae6df881810fc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni3Sn1_ICSD_105353,221,cP4,63.3414,153.883
Ni4O8Si2,aflow:dbc0bba55855baa5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2O4Si1_ICSD_100544,227,cF56,99.3566,200.894
Ni4P12,aflow:e7777e374eed73a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ni1P3_ICSD_23714,204,cI32,77.0645,73.9848
Ni4P4S4,aflow:0d7f47c41fcc015e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1P1S1_ICSD_93898,198,cP12,53.5178,87.8701
Ni4P4Ta4,aflow:44605f0be9425c0d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1P1Ta1_ICSD_646155,62,oP12,95.1133,223.173
Ni4P4Ta5,aflow:891e018564452531,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ni4P4Ta5_ICSD_646154,87,tI26,111.359,222.689
Ni4P4Th2,aflow:d36b4ecc3f087f42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ni2P2Th1_ICSD_74786,129,tP10,65.3507,151.977
Ni4P8,aflow:69904de94766ef52,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1P2_ICSD_22221,205,cP12,81.9051,144.043
Ni4Pd4Te4,aflow:74889fc6c3e0a681,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1Pd1Te1_ICSD_419759,62,oP12,37.2587,111.651
Ni4S4Sb4,aflow:93e845f5b7bd3926,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1S1Sb1_ICSD_38843,198,cP12,48.6468,94.8428
Ni4Sb4Se4,aflow:f9f7090e9ac0ba99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1Sb1Se1_ICSD_646435,198,cP12,44.5217,88.9562
Ni4Sb4Tb2,aflow:6df82f17b4bf75e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ni2Sb2Tb1_ICSD_646443,129,tP10,25.9748,101.477
Ni4Sb4Zr4,aflow:fe19ab2f7151485f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1Sb1Zr1_ICSD_408195,62,oP12,54.4861,125.566
Ni4Sc1Sn1,aflow:84f1786fb6e41773,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni4Sc1Sn1_ICSD_105340,216,cF24,31.8744,126.778
Ni4Sc6Si6,aflow:4d3b9802cdb1da11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ni2Sc3Si3_ICSD_65760,63,oS32,78.0197,119.304
Ni4Si4,aflow:145e12aae1618f76,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1Si1_ICSD_187621,198,cP8,47.0616,168.616
Ni4Sn4Tb4,aflow:37f7af1e3eac9a1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1Sn1Tb1_ICSD_54301,62,oP12,35.5737,87.9421
Ni4Sn4Y4,aflow:da5c0d5add7e161f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1Sn1Y1_ICSD_105378,62,oP12,38.1454,87.1194
Ni4Zr2,aflow:6a2a5251e9194933,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Zr1_ICSD_105480,227,cF24,57.2111,189.872
Ni5U1,aflow:e298b77da9c5ae03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni5U1_ICSD_105437,216,cF24,71.016,131.822
Ni6S8,aflow:91d9e0e03fe24ae7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni3S4_ICSD_36271,227,cF56,40.1808,113.356
Ni6Sb2,aflow:8f29575b17578e5f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni3Sb1_ICSD_646421,59,oP8,39.54,153.722
Ni6Sb8Zr6,aflow:e35efec9067a6afe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ni3Sb4Zr3_ICSD_87995,220,cI40,65.9222,126.601
Ni6Ta2,aflow:1a34de1a388ee9f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni3Ta1_ICSD_105391,59,oP8,79.6331,218.686
Ni8P8,aflow:a48099fa2c5ca600,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1P1_ICSD_261827,61,oP16,63.9548,141.483
Ni8Sc16,aflow:b3dc770a86b3d83c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni1Sc2_ICSD_646475,227,cF96,28.8893,78.9944
Ni8Si4Ta12,aflow:f89aad64d2958017,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Si1Ta3_ICSD_76717,227,cF96,48.5579,196.444
Ni8Si4Zn12,aflow:3077ac734ed92463,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Si1Zn3_ICSD_42980,227,cF96,54.8785,130.344
O10Sb4,aflow:033b25703b39cf29,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSb/A2B5_mC28_15_f_e2f-002.BA,15,mS28,70.0874,119.178
O10Ta4,aflow:f655cf59d480aaef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O5Ta2_ICSD_236386,47,oP7,70.3362,190.059
O10Ti6,aflow:1ad28cdb1e2ad43f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O5Ti3_ICSD_20361,63,oS32,59.5212,163.997
O10V4,aflow:8cb278392e650f2a,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OV_sv/A5B2_oP14_59_a2e_e-001.AB,59,oP14,20.6121,18.4073
O12Os4Rb2,aflow:44e478997621b186,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O6Os2Rb1_ICSD_161127,227,cF72,75.26,114.994
O12Pb4Sr4,aflow:c09a3d9047303b44,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Pb1Sr1_ICSD_4121,62,oP20,49.5196,104.987
O12Pb4Tc4,aflow:590c19e7b6d9ad00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O3Pb1Tc1_ICSD_109078,227,cF80,66.4646,140.522
O12Rh4Tb4,aflow:0e58b15dc9ce2110,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Rh1Tb1_ICSD_172352,62,oP20,67.9006,181.82
O12Rh4U2,aflow:46fa3b3d8d1c7ea3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O6Rh2U1_ICSD_23463,136,tP18,59.7603,190.844
O12Sb4Zn2,aflow:6946ea7592a1c255,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O6Sb2Zn1_ICSD_30409,136,tP18,83.5572,162.927
O12Sb8,aflow:2f95594a0e4b2868,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O3Sb2_ICSD_16851,227,cF80,9.65662,11.5056
O12Sb8,aflow:b4d0bb1d8131888b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O6Sb4_ICSD_36145,227,cF80,10.4808,12.1056
O12Sb8,aflow:d532e7962de6664f,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSb/A3B2_cF80_227_f_e-001.AB,227,cF80,10.2362,11.8099
O12Se4Sr4,aflow:18f40e64a0a7b1c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Se1Sr1_ICSD_419386,62,oP20,13.1833,47.5553
O12Si6,aflow:5ff559d0c1cac4cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_170496,194,hP18,40.7306,76.5604
O12Sn4Sr4,aflow:a14b77253d612c84,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Sn1Sr1_ICSD_161783,62,oP20,67.4819,129.288
O12Sr4Tb4,aflow:a5c47a2aa45fe14c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Sr1Tb1_ICSD_86734,62,oP20,33.8995,98.569
O12Ta4V2,aflow:2e58843607c085cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O6Ta2V1_ICSD_166511,136,tP18,77.9383,186.098
O12W4,aflow:dc5dab9df185cddf,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OW_pv/A3B_mP16_14_3e_e-001.AB,14,mP16,36.6404,62.4633
O14Pb4Sb4,aflow:6f7b1c9a0527f360,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pb2Sb2_ICSD_27120,227,cF88,84.8185,131.95
O14Pt4Sb4,aflow:94728fb708ce29e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pt2Sb2_ICSD_108965,227,cF88,78.7541,221.178
O14Pt4Tl4,aflow:e7d3935cbc89f8e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pt2Tl2_ICSD_22215,227,cF88,84.9557,171.894
O14Ru4Tb4,aflow:f011c8cd1c22ea67,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Tb2_ICSD_82305,227,cF88,88.263,188.54
O14Ru4Y4,aflow:d3ff64cbbc976ffe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Y2_ICSD_73799,227,cF88,88.5592,187.339
O14Sn4Tb4,aflow:c4732fa16eb24522,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_82959,227,cF88,85.9853,161.139
O14Sn4Y4,aflow:43a95bb7cd8a43ac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_153817,227,cF88,84.8678,158.75
O14Sn4Y4,aflow:81c58f5faba12e54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_24193,227,cF88,84.9676,159.089
O14Tb4Ti4,aflow:4dc4576f6ea86fac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_151747,227,cF88,102.354,184.839
O14Ti4Y4,aflow:8673f401144ed031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_14242,227,cF88,100.343,182.45
O14V4Y4,aflow:de4894bbdb4936cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7V2Y2_ICSD_160865,227,cF88,94.8315,190.011
O14Y4Zr4,aflow:574859fb725b71ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Y2Zr2_ICSD_153818,227,cF88,86.1993,160.711
O16Pb12,aflow:324bc142cbfbe9e3,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OPb_d/A4B3_tP28_135_gh_dh-001.AB,135,tP28,7.29727,37.0652
O16Sb8,aflow:0528ee1fdf67313d,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSb/A2B_oP24_33_4a_2a-001.AB,33,oP24,57.4357,93.4092
O1Pb1Sr3,aflow:b3ad9a78aad79889,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Pb1Sr3_ICSD_100790,221,cP5,32.6194,40.85
O1Pb1Yb3,aflow:10baef03de14e4ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Pb1Yb3_ICSD_413389,221,cP5,42.115,50.7111
O1Rb2,aflow:9df378b18977f7f4,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/ORb_sv/AB2_cF12_225_a_c.AB,225,cF12,4.13328,22.8401
O1Rb2,aflow:ed5547e7e4115236,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Rb2_ICSD_180572,225,cF12,4.37679,22.7389
O1Sc1,aflow:489872819d7079cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1.03Sc1_ICSD_61627,225,cF8,77.2086,153.75
O1Sn1Sr3,aflow:f37d0b1f8f1ccdb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Sn1Sr3_ICSD_181088,221,cP5,34.6086,44.3167
O1Sn1Yb3,aflow:c87b45dbe56f9474,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Sn1Yb3_ICSD_413388,221,cP5,44.9425,60.9667
O1Sr1,aflow:9627c96f54f30f36,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSr_sv/AB_cF8_225_a_b.AB,225,cF8,55.6165,84.5977
O1Sr1,aflow:e5529db498f2af80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Sr1_ICSD_105548,225,cF8,55.0305,84.7444
O1Ta4,aflow:e3da235a562628d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O1Ta4_ICSD_76022,123,tP5,60.3282,202.526
O1U1,aflow:2a21d6f68540f302,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1U1_ICSD_24223,225,cF8,45.3387,115.239
O1V1,aflow:224a84fc80fdcc46,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1V1_ICSD_28681,225,cF8,80.0559,155.7
O1Yb1,aflow:f1f93e996c14748f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Yb1_ICSD_151764,225,cF8,72.6846,89.3778
O1Zn1,aflow:ab12888374d76ba7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Zn1_ICSD_163381,225,cF8,67.2612,171.017
O1Zn1,aflow:bbe19cfc7071c717,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Zn1_ICSD_162753,216,cF8,42.6366,135.033
O24Sc16,aflow:41bae54feb1cec56,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSc_sv/A2B3_cI80_206_ad_e-001.BA,206,cI80,79.2833,166.703
O24Sc16,aflow:a617f11287610c21,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Sc2_ICSD_24200,206,cI80,78.108,160.473
O24Se8Sn4,aflow:15dcc5d502d1c562,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O6Se2Sn1_ICSD_154716,205,cP36,14.6917,40.6982
O24Si12,aflow:c349dabcb8dd9e42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Si1_ICSD_170489,195,cP36,29.8951,59.8797
O24Tb16,aflow:254e98026a32ace6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Tb2_ICSD_27995,206,cI80,61.1291,138.516
O24Tl16,aflow:3d9487f5c65e678f,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OTl_d/A2B3_cI80_206_ad_e-001.BA,206,cI80,31.3672,106.872
O24Tl16,aflow:d53b439bbbbad9b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Tl2_ICSD_27988,206,cI80,31.7101,107.088
O24Y16,aflow:56a5685625df79fb,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OY_sv/A2B3_cI80_206_ad_e-001.BA,206,cI80,61.4134,138.041
O24Y16,aflow:a4c5261944e5f507,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Y2_ICSD_41267,206,cI80,61.8887,137.495
O24Y16,aflow:d4d11970ae4cf3d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Y2_ICSD_27772,206,cI80,61.7224,137.774
O28P8Si4,aflow:24975174dd11fbb9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O7P2Si1_ICSD_19047,205,cP40,80.3601,136.322
O28P8Sn4,aflow:b370a54343b5701e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O7P2Sn1_ICSD_30583,205,cP40,39.8669,100.153
O28P8Th4,aflow:b34d36c9019ae935,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O7P2Th1_ICSD_246234,205,cP40,28.0205,99.5643
O28P8Ti4,aflow:5df471aaede54cb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O7P2Ti1_ICSD_189807,205,cP40,64.3558,125.987
O28P8Zr4,aflow:5cb9a9df0e7ab68a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O7P2Zr1_ICSD_15084,205,cP40,53.7345,129.57
O2Pa1,aflow:613f851a6f86dd5b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Pa1_ICSD_28915,225,cF12,98.8092,203.928
O2Pb1,aflow:ae06258781b58bdb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Pb1_ICSD_77648,225,cF12,6.01164,133.589
O2Pb2,aflow:8e1df3004e6ef769,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pb1_ICSD_15466,129,tP4,3.95918,11.7293
O2Pd2,aflow:23c9b04be2fbb960,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OPd_pv/AB_tP4_131_c_e-002.BA,131,tP4,28.6373,149.138
O2Pd2,aflow:bd5654b790e0fb50,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pd1_ICSD_185482,131,tP4,29.7219,148.73
O2Pd4,aflow:930e39422b5a9229,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1Pd2_ICSD_77651,224,cP6,9.52631,124.528
O2Pt2,aflow:3db43abbe01e36c9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pt1_ICSD_164290,131,tP4,41.14,180.308
O2Rb1,aflow:b859d5fa2793bbf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Rb1_ICSD_180564,139,tI6,6.31849,20.5734
O2Rb2,aflow:aab32adb95974548,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/O2Rb2_ICSD_180560,71,oI8,10.8802,25.5181
O2Se2Th2,aflow:8bc2939a0137c887,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Se1Th1_ICSD_26654,129,tP6,54.2003,116.15
O2Sn1,aflow:c036327f66d3519f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Sn1_ICSD_157453,225,cF12,22.1577,173.517
O2Sn2,aflow:7d44becb5d95b329,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSn/AB_tP4_129_a_c-001.AB,129,tP4,11.327,21.9231
O2Sr1,aflow:3a8b7ba885be1cf7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Sr1_ICSD_24249,139,tI6,43.7633,72.5516
O2Sr1,aflow:5847183902023f3d,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSr_sv/AB2_tI6_139_a_e-003.BA,139,tI6,42.4955,68.5456
O2Sr1,aflow:5847183902023f3d,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSr_sv/AB2_tI6_139_a_e-003.BA,139,tI6,42.4955,68.5456
O2Tb2Te1,aflow:64014758907b8038,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Tb2Te1_ICSD_89564,139,tI10,34.9931,79.1462
O2Th1,aflow:1c78bb7df13625db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Th1_ICSD_105550,225,cF12,74.8402,172.717
O2Ti6,aflow:b37325c3560be7f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Ti3_ICSD_23575,193,hP8,41.7957,132.853
O2Tl4,aflow:d82b66545e38d56b,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OTl_d/AB2_hR6_166_c_2c-001.AB,166,hR6,9.21863,10.3289
O2Zn2,aflow:6ddcadf08a1eafb4,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OZn/AB_hP4_186_b_b-001.AB,186,hP4,40.43,132.496
O2Zn2,aflow:752050471ac1e608,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Zn1_ICSD_154486,186,hP4,51.0313,138.297
O2Zn2,aflow:93b4137b05c63add,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Zn1_ICSD_181039,194,hP4,32.8041,166.333
O2Zr1,aflow:50c9df791c600123,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Zr1_ICSD_105553,225,cF12,86.3464,233.528
O2Zr6,aflow:5c347009c594310f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Zr3_ICSD_77715,182,hP8,54.1036,130.591
O3Pb1Ti1,aflow:3b97ae34b7e6d862,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Pb1Ti1_ICSD_153406,221,cP5,91.5533,168.594
O3Pb1Zr1,aflow:d6855b652e1d45f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Pb1Zr1_ICSD_262104,221,cP5,73.841,155.322
O3Rb1U1,aflow:07af92e96c815589,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Rb1U1_ICSD_99548,221,cP5,64.9614,131.728
O3Re1,aflow:04c1e3d16ba9bf64,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Re1_ICSD_105546,221,cP4,94.8703,230.85
O3Re1,aflow:6e0fcf817cf44d2c,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/ORe_pv/A3B_cP4_221_d_a.AB,221,cP4,96.2476,235.959
O3Ru1Sr1,aflow:d52e440e9529cc6d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Ru1Sr1_ICSD_162777,221,cP5,74.3035,148.511
O3Sn1Sr1,aflow:a81bb2b2c64c9d6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sn1Sr1_ICSD_181089,221,cP5,79.8014,135.344
O3Sn1Ti1,aflow:f2a5b2edf497bb0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sn1Ti1_ICSD_186724,221,cP5,88.0483,176.133
O3Sr1Tc1,aflow:a7d63869441be7ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sr1Tc1_ICSD_109076,221,cP5,86.9632,166.967
O3Sr1Ti1,aflow:1a6896aa3ec13bdf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sr1Ti1_ICSD_181652,221,cP5,107.956,155.256
O3Sr1Zr1,aflow:c4132aed04864439,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sr1Zr1_ICSD_187481,221,cP5,84.7813,151.761
O3W1,aflow:3476587550814183,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3W1_ICSD_108651,221,cP4,96.6073,227.467
O4,aflow:02f1cbf29c0e74f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2_ICSD_164724,194,hP4,4.0876,9.97686
O4Os2,aflow:09be66b9ee3ec794,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Os1_ICSD_15070,136,tP6,86.9072,270.183
O4Os2,aflow:bdb002522824fad1,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OOs_pv/A2B_tP6_136_f_a-001.AB,136,tP6,74.2138,269.836
O4Pb2,aflow:c5032614084fa67d,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OPb_d/A2B_tP6_136_f_a-001.AB,136,tP6,36.9367,190.306
O4Pd8Zr16,aflow:b8b40a8daffa555b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Pd2Zr4_ICSD_97386,227,cF112,22.0574,145.233
O4Pt2,aflow:947f4a36e26b1a01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Pt1_ICSD_77654,224,cP6,6.69171,139.867
O4Pt2,aflow:a0bf6292499f3088,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Pt1_ICSD_202407,58,oP6,79.8047,220.582
O4Pt2,aflow:d466c5b24118e5e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Pt1_ICSD_647316,136,tP6,71.4579,220.527
O4Rb2Sc2,aflow:478d7562c83bbe43,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Rb1Sc1_ICSD_1270,194,hP8,50.1931,90.8965
O4Re2,aflow:5119e19fac0e70fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Re1_ICSD_154021,136,tP6,110.5,281.86
O4Rh2,aflow:d8a4ae856daf528c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Rh1_ICSD_28498,136,tP6,96.461,217.514
O4Ru2,aflow:5433cf1ada4a05c1,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/ORu_pv/A2B_tP6_136_f_a-001.AB,136,tP6,72.1239,250.64
O4Ru2,aflow:fa0c83e3388487ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ru1_ICSD_290495,58,oP6,88.4132,248.21
O4S1Sr1,aflow:36fd7ae7f0628abf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O4S1Sr1_ICSD_23744,216,cF24,7.42163,49.3944
O4S1Zn1,aflow:32900c9d0831cc96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O4S1Zn1_ICSD_2456,216,cF24,11.3764,71.7056
O4S2Sc4,aflow:d50fa8fcbdd4d38c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2S1Sc2_ICSD_2450,194,hP10,65.7415,133.396
O4S4Zr4,aflow:0a808a45fc88ed87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1S1Zr1_ICSD_31721,198,cP12,50.5939,130.634
O4Si2,aflow:4f902b3d58a95155,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_10078,136,tP6,189.767,261.299
O4Si2,aflow:76baad772c7333df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_162620,227,cF24,46.5814,145.917
O4Sn2,aflow:2f89cc07a9870498,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Sn1_ICSD_154960,136,tP6,65.6318,153.061
O4Sn2,aflow:8d68093ba251677e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_56675,58,oP6,58.359,162.69
O4Sn2,aflow:a324a7095c94c6e1,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSn/A2B_tP6_136_f_a-001.AB,136,tP6,77.7239,173.376
O4Sn2,aflow:a324a7095c94c6e1,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OSn/A2B_tP6_136_f_a-001.AB,136,tP6,77.7239,173.376
O4Ta2,aflow:3d9128eca44abb0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ta1_ICSD_603572,136,tP6,104.674,248.822
O4Te2,aflow:33ab67cfa7668558,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Te1_ICSD_56004,136,tP6,41.971,142.6
O4Ti2,aflow:e2805aa73c4be52b,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/OTi_sv/A2B_tI12_141_e_a-001.AB,141,tI12,49.9156,168.987
O4Ti2,aflow:587070faf1466d87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ti1_ICSD_109469,136,tP6,101.227,202.612
