compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_shear_modulus_hrv,ael_bulk_modulus_hrv
Ag3La3Mg3,aflow:51542415c2e7d529,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1La1Mg1_ICSD_657932,189,hP9,12.2054,45.2946
Ag3Mg3Y3,aflow:673964418b9b7e19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Mg1Y1_ICSD_104477,189,hP9,9.34851,51.7508
Ag3Pb3Y3,aflow:e2db4046e9dda6f5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Pb1Y1_ICSD_107275,189,hP9,31.3458,63.6819
Ag3Pt1,aflow:42e9730ac658aaf0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag3Pt1_ICSD_180883,221,cP4,26.6272,111.094
Ag3Si3Y3,aflow:3655d7d1b22320af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Si1Y1_ICSD_605850,189,hP9,52.8782,84.6875
Ag4Al4O8,aflow:1cfcc183e65d14c9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Al1O2_ICSD_160643,33,oP16,33.2631,94.7686
Ag4As4S4,aflow:1bd8ef4c736da0e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1As1S1_ICSD_604740,62,oP12,10.8127,39.5748
Ag4Ba2,aflow:3c78f90c1e08f159,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ba1_ICSD_240052,74,oI12,13.2786,20.4935
Ag4Ba4,aflow:d01371eb46ecbd32,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Ba1_ICSD_260623,62,oP8,10.4947,19.8947
Ag4Ca2,aflow:b272f5b46e0c9457,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ca1_ICSD_417225,74,oI12,14.0082,37.2319
Ag4Ca4Sb4,aflow:7313638953a1d04d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Ca1Sb1_ICSD_56982,62,oP12,25.481,46.6242
Ag4Dy4Se8,aflow:9b7ca825c1f32495,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Dy1Se2_ICSD_605083,19,oP16,21.3732,49.4118
Ag4Er4Se8,aflow:55aa9af6d8744553,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Er1Se2_ICSD_15302,19,oP16,22.1672,51.3577
Ag4F12K4,aflow:6cc8759f4910c6f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1F3K1_ICSD_189150,62,oP20,14.2736,36.5405
Ag4Ho4Se8,aflow:a111068aec3bb596,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Ho1Se2_ICSD_156419,19,oP16,21.9267,48.3378
Ag4In8Na12,aflow:f51b92be0bca11fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1In2Na3_ICSD_170868,227,cF96,9.27763,19.9944
Ag4K4O4,aflow:6c79ab532bba1db3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1K1O1_ICSD_24818,139,tI24,11.4725,27.8691
Ag4Mo2O8,aflow:92fe76dc244509af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Mo1O4_ICSD_28891,227,cF56,16.3773,64.0111
Ag4Na2,aflow:94289761b4a9021a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Na1_ICSD_58337,227,cF24,15.4157,37
Ag4O12Sb4,aflow:fdaebc9bea2789cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1O3Sb1_ICSD_25541,227,cF80,66.3809,125.922
Ag4O2,aflow:f024f2b3bfd420b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_173984,224,cP6,1.28887,56.2778
Ag4O4Rb4,aflow:d5b4a2bd84341848,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1O1Rb1_ICSD_188526,119,tI24,9.51344,23.9353
Ag4Se4Tl4,aflow:51c861f8d5f2a223,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Se1Tl1_ICSD_100710,62,oP12,10.8954,30.1415
Ag4Sr2,aflow:219d796bee875a28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Sr1_ICSD_58359,74,oI12,15.8662,36.3386
Ag4Te4Tl4,aflow:d03b8a2bb448d3bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Te1Tl1_ICSD_52609,62,oP12,9.87228,35.8226
Ag5O6Pb2,aflow:67bca844220b1f40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag5O6Pb2_ICSD_155043,162,hP13,9.89328,72.9504
Ag6As2O8,aflow:5ddfc73e119d7d2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag3As1O4_ICSD_28836,218,cP16,15.7169,65.45
Ag6O8P2,aflow:fe8b810bf7f801ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag3O4P1_ICSD_14000,218,cP16,18.7614,72.2944
Ag6P2S8,aflow:474a32773d1a741c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag3P1S4_ICSD_416585,31,oP16,12.3772,41.0387
Ag8Ba4Te8,aflow:a92a093ecd79bd09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2Ba1Te2_ICSD_246048,62,oP20,13.3248,35.9731
Ag8Ca19N7,aflow:469e1cd4daba3ebe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag8Ca19N7_ICSD_410819,225,cF136,20.8046,41.0222
Ag8Pd24Se8,aflow:55f3e2394df94165,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Pd3Se1_ICSD_174642,205,cP40,22.345,107.798
Ag8S4,aflow:4f3b9bdf5639c30e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262635,19,oP12,13.1538,61.2789
Ag8S4,aflow:cba87020a753df24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262634,19,oP12,12.7832,50.4234
Ag8Sr8,aflow:2216102577d683b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Sr1_ICSD_58358,62,oP16,12.8732,26.9679
Al10C6N2,aflow:80a63a9a1c28fc32,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al5C3N1_ICSD_26859,194,hP18,112.603,166.706
Al10C6N2,aflow:ee8d083d53ebf899,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al5C3N1_ICSD_14398,186,hP18,110.747,162.958
Al10Ta20,aflow:4957606e268fa7ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al1Ta2_ICSD_107888,136,tP30,52.1817,158.347
Al10W2,aflow:4fec4fdf9fe1294e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al5W1_ICSD_58206,182,hP12,94.9467,125.046
Al12Dy4,aflow:39adb5b2c90dd553,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Dy1_ICSD_150548,194,hP16,57.5313,75.0536
Al12Mn2,aflow:fd33fe5260049f5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al6Mn1_ICSD_150135,63,oS28,63.3653,101.108
Al12Mo4,aflow:ca1726d414bf71ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Al3Mo1_ICSD_105517,12,mS32,94.301,133.39
Al12Ni4,aflow:ec94631f7bd6f0a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al3Ni1_ICSD_58040,62,oP16,65.6092,116.165
Al12Re2,aflow:788320a4d0c30cc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al6Re1_ICSD_58149,63,oS28,69.9454,111.543
Al12Tc2,aflow:102d5118cbe68e9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al6Tc1_ICSD_58177,63,oS28,70.4087,107.894
Al14Th4,aflow:078d522f37517545,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al7Th2_ICSD_58186,55,oP18,51.0416,84.9652
Al16Cu36,aflow:9648f4098086bb9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al4Cu9_ICSD_151371,215,cP52,42.6636,118.161
Al16Hf6Os7,aflow:abca40e68e1c121d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Hf6Os7_ICSD_608133,225,cF116,59.9314,165.094
Al16Hf6Pd7,aflow:8d35a7534368d3f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Hf6Pd7_ICSD_608137,225,cF116,76.909,129.078
Al16Hf6Pt7,aflow:ae41eebfc11c7549,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Hf6Pt7_ICSD_608140,225,cF116,81.2191,146.267
Al16Hf6Rh7,aflow:cc56002d4304615b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Hf6Rh7_ICSD_608144,225,cF116,52.6826,144.122
Al16Ir7Sc6,aflow:44ef0e71ea90390c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Ir7Sc6_ICSD_608246,225,cF116,70.2784,142.356
Al16Ni7Sc6,aflow:527b009f61a18513,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Ni7Sc6_ICSD_608840,225,cF116,65.94,110.706
Al16Os7Sc6,aflow:972f708db170f65b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Os7Sc6_ICSD_609011,225,cF116,73.0647,143.139
Al16Os7Zr6,aflow:ce038afcf4745823,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Os7Zr6_ICSD_609018,225,cF116,60.6316,158.944
Al16Pd7Sc6,aflow:558291695b0056ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Pd7Sc6_ICSD_609052,225,cF116,49.4385,109.661
Al16Pd7Ti6,aflow:cb9cd516a1599ef5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Pd7Ti6_ICSD_609061,225,cF116,68.7233,127.528
Al16Pd7Zr6,aflow:28882813d66510c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Pd7Zr6_ICSD_609066,225,cF116,79.6152,127.578
Al16Pt7Ti6,aflow:e43725f79da747f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Pt7Ti6_ICSD_609161,225,cF116,70.9947,140.072
Al16Pt7Zr6,aflow:71eeeb037dbbc0b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Pt7Zr6_ICSD_609168,225,cF116,82.5731,145.2
Al16Rh7Sc6,aflow:9e698068c174fcf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Rh7Sc6_ICSD_609216,225,cF116,64.0556,127.561
Al16Ru7Sc6,aflow:64a588f9e2139526,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Ru7Sc6_ICSD_609239,225,cF116,64.6932,128.328
Al16Ru7Zr6,aflow:6f836cb71a907683,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Ru7Zr6_ICSD_609247,225,cF116,47.8461,146.033
Al1As1,aflow:d1acbf7cd6bbd917,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1As1_ICSD_185081,216,cF8,37.5471,67.4056
Al1Au2,aflow:08167170b6a59946,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Au2_ICSD_606020,139,tI6,20.8179,123.523
Al1Au2Hf1,aflow:531ee5fea7760b49,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Hf1_ICSD_57503,225,cF16,17.1028,140.472
Al1Au2Mn1,aflow:965af7a3b7f3edc0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Mn1_ICSD_57504,225,cF16,21.725,104.55
Al1Au2Sc1,aflow:cc3810ae5c65aacf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Sc1_ICSD_57505,225,cF16,13.9745,108.244
Al1Au2Ti1,aflow:c5cb9fc67bd390cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Ti1_ICSD_57507,225,cF16,12.4053,131.283
Al1B1Be1,aflow:7b87669d29858aed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1B1Be1_ICSD_43351,216,cF12,130.792,140.778
Al1Ba1Ge1,aflow:e5990f43d042239c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ba1Ge1_ICSD_166380,187,hP3,33.8919,43.3193
Al1Ba1Si1,aflow:0655bb1b738565e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ba1Si1_ICSD_162866,187,hP3,37.2881,47.6819
Al1Bi1,aflow:786c95a74595dac5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Bi1_ICSD_184567,216,cF8,21.5356,37.8444
Al1Bi1O3,aflow:d43abd3deaeccc51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Bi1O3_ICSD_157549,221,cP5,113.609,189.289
Al1C1Co3,aflow:aaee16e2bfb87497,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Co3_ICSD_43847,221,cP5,74.3174,171.611
Al1C1Dy3,aflow:c2ee38d28f73e121,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Dy3_ICSD_43848,221,cP5,58.4331,76.9278
Al1C1Er3,aflow:35efc58e64c4d586,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Er3_ICSD_43849,221,cP5,65.1961,84.1944
Al1C1Er3,aflow:89e7078d2a0917cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Er3_ICSD_606192,221,cP5,6.20933,37.0278
Al1C1Gd3,aflow:800a343021454e90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Gd3_ICSD_43854,221,cP5,51.5756,80.65
Al1C1Ho3,aflow:3ecce9ff5402ec86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Ho3_ICSD_43856,221,cP5,61.2695,81.2167
Al1C1La3,aflow:59146a05803f7c69,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1La3_ICSD_185958,221,cP5,33.154,56.6833
Al1C1Sc3,aflow:d7486a814fe4eaea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Sc3_ICSD_50161,221,cP5,80.4081,97.2611
Al1C1Tb3,aflow:b3744e8adac37cc5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Tb3_ICSD_606265,221,cP5,7.01098,35.6278
Al1C1Tb3,aflow:d8aa91de693b2f8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Tb3_ICSD_43866,221,cP5,57.7506,76.8
Al1C1Ti3,aflow:4d8faf470aa227b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Ti3_ICSD_163843,221,cP5,87.0554,149.256
Al1C1Y3,aflow:a873c04ce401162f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Y3_ICSD_43869,221,cP5,61.79,80.6944
Al1Ca1Si1,aflow:a2be57f97c3c3734,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ca1Si1_ICSD_155853,187,hP3,38.4684,51.6669
Al1Co2Hf1,aflow:c7c796937969b5fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Hf1_ICSD_110809,225,cF16,67.9451,118.944
Al1Co2Nb1,aflow:e3653e7c2fdd34bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Nb1_ICSD_57620,225,cF16,82.3212,129.739
Al1Co2Ta1,aflow:e422af1b9062df16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Ta1_ICSD_57634,225,cF16,92.4607,135.261
Al1Co2Ti1,aflow:7fd9c09131def966,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Ti1_ICSD_185966,225,cF16,71.5665,105.533
Al1Cr1Cu2,aflow:074d62477ba333c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cr1Cu2_ICSD_57653,225,cF16,24.9058,103.611
Al1Cr2,aflow:bed69814d84bc479,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Cr2_ICSD_57651,139,tI6,91.1029,138.171
Al1Cu1Ti2,aflow:bf57085ef80f6d2d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu1Ti2_ICSD_185881,216,cF16,34.5744,94.6278
Al1Cu2Hf1,aflow:b35052e7872de0d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu2Hf1_ICSD_185283,225,cF16,47.3564,130.75
Al1Cu2Sc1,aflow:4c8b8683b4cb36a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu2Sc1_ICSD_57709,225,cF16,42.7418,105.144
Al1Cu2Ti1,aflow:6ea3320001d10d87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu2Ti1_ICSD_185280,225,cF16,43.372,125.183
Al1Cu2Zr1,aflow:6e89055b005fdc62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu2Zr1_ICSD_185282,225,cF16,46.0835,127.472
Al1Dy1,aflow:4eab5bfa96c55d55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Dy1_ICSD_181162,221,cP2,25.3268,63.5722
Al1Dy3N1,aflow:3a1f793678c9c371,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Dy3N1_ICSD_607314,221,cP5,66.3857,90.7667
Al1Er3N1,aflow:5d5b3f29466d25e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Er3N1_ICSD_607415,221,cP5,70.9207,94.5722
Al1F3,aflow:24f1327f80e631d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1F3_ICSD_130021,221,cP4,69.8084,124.739
Al1F4Rb1,aflow:9fdebc04ebf454ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al1F4Rb1_ICSD_54119,123,tP6,22.0077,52.7481
Al1F5K2,aflow:fcfa27833696b719,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al1F5K2_ICSD_81864,123,tP8,11.7939,23.9988
Al1F6K3,aflow:80c10bcea48c9956,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1F6K3_ICSD_262078,225,cF40,8.83584,39.4778
Al1Fe2V1,aflow:7f1780b1dbf49454,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Fe2V1_ICSD_107814,225,cF16,157.855,210.978
Al1Ge1Li1,aflow:a16cd7474b3ebbab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Ge1Li1_ICSD_152087,216,cF12,52.1165,59.0611
Al1Ge1Sr1,aflow:f573f77ca303f0e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ge1Sr1_ICSD_166379,187,hP3,34.3955,43.63
Al1Hf1Ni2,aflow:c20eee5b3bd9d78c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Hf1Ni2_ICSD_57901,225,cF16,35.4906,163.178
Al1Hf1Pd2,aflow:c7e4f6937e0696c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Hf1Pd2_ICSD_57906,225,cF16,13.1888,156.983
Al1Ho3N1,aflow:43938666bb2a31fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ho3N1_ICSD_608196,221,cP5,69.2477,92.2556
Al1Ir1,aflow:7372464395d0b3c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ir1_ICSD_57928,221,cP2,119.405,234.556
Al1La1O3,aflow:45ae9712124dbbd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1La1O3_ICSD_153831,221,cP5,126.824,192.322
Al1La3,aflow:cbda71948a93d2cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1La3_ICSD_57932,221,cP4,15.7342,39.15
Al1La3N1,aflow:21fa297fae2ad37f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1La3N1_ICSD_185959,221,cP5,42.0707,67.3722
Al1Li1Si1,aflow:c854f04be2146c1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Li1Si1_ICSD_152086,216,cF12,55.1908,62.9167
Al1Li2Pd1,aflow:13b198fe0b831c08,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Li2Pd1_ICSD_105504,216,cF16,20.1719,68.6556
Al1Li2Pt1,aflow:0f16af7b6fa2fe5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Li2Pt1_ICSD_105506,216,cF16,31.1261,84.3111
Al1Li2Rh1,aflow:3e2cf25a0eef3cee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Li2Rh1_ICSD_105508,216,cF16,31.3108,82.5944
Al1Lu3N1,aflow:f60eab547380e403,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Lu3N1_ICSD_608380,221,cP5,97.3427,139.8
Al1Mn1Ni2,aflow:c282c70d0c61a7c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Mn1Ni2_ICSD_57976,225,cF16,46.3146,110.45
Al1Mn1Pd2,aflow:7267394577273dda,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Mn1Pd2_ICSD_57981,225,cF16,26.5581,131.078
Al1Mn1Rh2,aflow:6ebc0063762139e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Mn1Rh2_ICSD_57986,225,cF16,84.1762,169.139
Al1Mn1Ti2,aflow:611d047085ec430b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Mn1Ti2_ICSD_185877,216,cF16,26.9207,135.311
Al1N1,aflow:06c4f5b0f1a49096,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1N1_ICSD_105522,225,cF8,195.447,253.039
Al1N1,aflow:85aedc4a778b7e60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1N1_ICSD_181066,216,cF8,106.115,192.417
Al1N1Tb3,aflow:d1be70e9ca68950f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1N1Tb3_ICSD_608634,221,cP5,64.9529,87.7222
Al1Nb1Ru2,aflow:4e5bd81ae2cc3539,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Nb1Ru2_ICSD_105524,225,cF16,130.268,230.602
Al1Ni1,aflow:ad9bb3ce8c34c78e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ni1_ICSD_150607,221,cP2,69.6248,164.578
Al1Ni2V1,aflow:fe69d06cda3e367a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Ni2V1_ICSD_58071,225,cF16,42.8141,211.389
Al1Ni3,aflow:b5d669ebff2c9158,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ni3_ICSD_105529,221,cP4,33.202,169.983
Al1Os1,aflow:0bfbd3e06ddf9497,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Os1_ICSD_58107,221,cP2,108.558,239.683
Al1P1,aflow:bfe6fc7189a9a3a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1P1_ICSD_24490,216,cF8,44.2226,82.8556
Al1Pd1,aflow:ec7698ec73c32d7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pd1_ICSD_58113,221,cP2,47.3616,148.028
Al1Pt1,aflow:54f6d5d6a4038457,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pt1_ICSD_58128,221,cP2,31.5543,187.872
Al1Pt3,aflow:03988d8bec1cfd41,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pt3_ICSD_107869,221,cP4,67.2074,225.972
Al1Re1,aflow:ffb0e8968a4b8d8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Re1_ICSD_58146,221,cP2,18.0552,220.767
Al1Re2,aflow:ed75ba31d09c3ba7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Re2_ICSD_58147,139,tI6,128.087,255.967
Al1Rh1,aflow:359263f19d0d546e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Rh1_ICSD_58151,221,cP2,105.149,198.75
Al1Ru1,aflow:0748412c3a3db28b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Ru1_ICSD_106247,221,cP2,96.5546,201.778
Al1Sb1,aflow:8efc0f655f5d4309,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Sb1_ICSD_151218,216,cF8,27.3955,49.4333
Al1Sc1,aflow:bc6d6d2126b11c3f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Sc1_ICSD_58098,221,cP2,19.5044,71.2167
Al1Si1Sr1,aflow:8023faf5b757d0b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Si1Sr1_ICSD_158842,187,hP3,38.3061,48.4024
Al1Tb1,aflow:15bd9ab3f2a93801,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Tb1_ICSD_181161,221,cP2,25.5969,62.8056
Al1Tb3,aflow:3a792a64d75b5312,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Tb3_ICSD_58173,221,cP4,29.7332,49.8167
Al1Tc2,aflow:2333c0f263184005,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1Tc2_ICSD_609480,139,tI6,99.9423,225.36
Al1Ti1,aflow:24f9d0cd72c1f0e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al1Ti1_ICSD_107891,123,tP2,62.0692,105.085
Al1Ti1Zr2,aflow:f5e766579122a1ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Ti1Zr2_ICSD_185119,225,cF16,27.2531,99.4611
Al1Y1,aflow:53bc333b72a0cbd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Y1_ICSD_181158,221,cP2,25.9874,62.5167
Al1Y3,aflow:5baa20a85d1739d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Y3_ICSD_58212,221,cP4,30.8581,51.4167
